'Nachname';'Vorname';'Geburtsjahr';'Partei (trim)';'Partei-Nr';'Land (Trim)';'Land-Nr.';'Platz';'Wahlkreis - Nr.'
'Tabillion';'Dr. Rainer ';1950;'SPD';29;'Saarland';12;' 4 ';298
'Tack';'Kerstin';1968;'SPD';29;'Niedersachsen';9;' 27 ';42
'Tackmann';'Dr. Kirsten';1960;'DIE LINKE';13;'Brandenburg';4;' 3 ';57
'Tandetzke';'Roland';1965;'REP';14;'Nordrhein-Westfalen';10;' 15 ';'  '
'Tangeten';'Martin';1978;'K:Tangeten';30;;;;56
'Tartz';'Jürgen';1969;'FAMILIE';16;;;;80
'Tauber';'Dr. Peter';1974;'CDU';6;'Hessen';7;' 13 ';180
'Tauscher';'Dr. Ludwig';1956;'CDU';6;'Rheinland-Pfalz';11;' 15 ';207
'Tausend';'Claudia';1964;'SPD';29;'Bayern';2;' 22 ';219
'Tegel';'Adolf';1955;'Tierschutz';21;'Hessen';7;' 4 ';'  '
'Teichmann';'Gabriele';1959;'SPD';29;'Baden-Württemberg';1;' 23 ';276
'Teiser';'Michael';1951;'CDU';6;'Bremen';5;' 2 ';'  '
'Tempel';'Frank';1969;'DIE LINKE';13;'Thüringen';16;' 4 ';195
'Tendler';'Dietmar';1952;'SPD';29;'Nordrhein-Westfalen';10;' 71 ';98
'Terpe';'Dr. Harald';1954;'GRÜNE';4;'Mecklenburg-Vorpommern';8;' 1 ';14
'Terwiesche';'Dr. Michael';1964;'FDP';17;'Nordrhein-Westfalen';10;' 38 ';115
'Teske';'Uwe';1961;'K:Teske';30;;;;155
'Tetzner';'Philipp';1981;'REP';14;'Bayern';2;' 18 ';'  '
'Teuchner';'Jella';1956;'SPD';29;'Bayern';2;' 18 ';229
'Thalheim';'Hendrik';1960;'DIE LINKE';13;;;;156
'Thanheiser';'Evi Manuela';1968;'SPD';29;'Bayern';2;' 51 ';'  '
'Thannheimer';'Claudia';1966;'CDU';6;'Baden-Württemberg';1;' 24 ';'  '
'Thau';'Monika';1955;'Tierschutz';21;'Nordrhein-Westfalen';10;' 1 ';'  '
'Theis';'Klaus';1957;'ödp';23;'Rheinland-Pfalz';11;' 8 ';'  '
'Theißen';'Andreas';1972;'NPD';22;'Mecklenburg-Vorpommern';8;' 6 ';'  '
'Theißen';'Roswitha';1960;'NPD';22;;;;116
'Theißen';'Rudi Frank';1959;'NPD';22;;;;117
'Thiedemann';'Renate';1963;'SPD';29;'Schleswig-Holstein';15;' 12 ';'  '
'Thiel';'Margret';1945;'ödp';23;'Nordrhein-Westfalen';10;' 6 ';'  '
'Thiele';'Carl-Ludwig';1953;'FDP';17;'Niedersachsen';9;' 1 ';40
'Thieme';'Axel';1949;'NPD';22;'Nordrhein-Westfalen';10;' 5 ';143
'Thierse';'Wolfgang';1943;'SPD';29;'Berlin';3;' 1 ';77
'Thiery';'Gabriele';1967;'CDU';6;'Saarland';12;' 21 ';'  '
'Thies';'Andreas Georg';1962;'SPD';29;'Niedersachsen';9;' 36 ';'  '
'Thiesen';'Bodo';1980;'PIRATEN';26;'Rheinland-Pfalz';11;' 7 ';'  '
'Thiesen';'Holger';1954;'K:Thiesen';30;;;;4
'Thießen';'Jörn';1961;'SPD';29;'Schleswig-Holstein';15;' 8 ';3
'Thom';'Sebastian';1986;'NPD';22;;;;79
'Thomae';'Stephan';1968;'FDP';17;'Bayern';2;' 11 ';256
'Thomas';'Dr. Steffen';1965;'PIRATEN';26;'Brandenburg';4;' 2 ';'  '
'Thomas';'Frank';1967;'K:Thomas';30;;;;51
'Thomas';'Heiko';1969;'GRÜNE';4;'Berlin';3;' 10 ';77
'Thomas';'Sascha';1976;'DIE LINKE';13;'Schleswig-Holstein';15;' 4 ';11
'Thönnes';'Franz';1954;'SPD';29;'Schleswig-Holstein';15;' 3 ';8
'Thorau';'Heinz';1954;'Tierschutz';21;'Hessen';7;' 10 ';'  '
'Thorwart';'Liane';1970;'VIOLETTEN';15;'Bayern';2;' 2 ';254
'Throne';'Fritz';1958;'ödp';23;'Bayern';2;' 35 ';'  '
'Thul';'Hans Peter';1948;'CDU';6;'Niedersachsen';9;' 18 ';47
'Thul';'Sebastian';1980;'SPD';29;'Saarland';12;' 9 ';'  '
'Thümmel';'Udo';1956;'REP';14;'Rheinland-Pfalz';11;' 6 ';'  '
'Tickert';'Rolf';1955;'MLPD';20;'Saarland';12;' 3 ';'  '
'Tiede';'Richard';1942;'RRP';27;'Niedersachsen';9;' 7 ';37
'Tiefensee';'Wolfgang Erwin Bernhard';1955;'SPD';29;'Sachsen';13;' 1 ';154
'Tietz';'Marcus';1978;'NPD';22;;;;9
'Tigges-Friedrichs';'Martina';1967;'FDP';17;'Niedersachsen';9;' 12 ';47
'Tillmann';'Antje';1964;'CDU';6;'Thüringen';16;' 2 ';193
'Timm';'Martin';1957;'DKP';10;'Berlin';3;' 9 ';'  '
'Timmermann-Fechter';'Astrid';1963;'CDU';6;'Nordrhein-Westfalen';10;' 40 ';123
'Tischner';'Markus Albert';1972;'CSU';8;'Bayern';2;' 56 ';'  '
'Tittmann';'Dirk';1980;'NPD';22;;;;126
'Tjarks';'Anjes';1981;'GRÜNE';4;'Hamburg';6;' 4 ';23
'Todtenhausen';'Manfred';1950;'FDP';17;'Nordrhein-Westfalen';10;' 22 ';103
'Tolksdorf';'Stefan';1979;'BüSo';5;'Berlin';3;' 5 ';86
'Toncar';'Florian';1979;'FDP';17;'Baden-Württemberg';1;' 8 ';260
'Tönhardt';'Manuela';1952;'NPD';22;'Berlin';3;' 3 ';87
'Töpfer';'Edeltraut';1949;'CDU';6;'Berlin';3;' 9 ';87
'Topka';'Bernd';1966;'ödp';23;;;;288
'Tören';'Serkan';1972;'FDP';17;'Niedersachsen';9;' 8 ';31
'Tornau';'Birgit';1958;'CDU';6;'Nordrhein-Westfalen';10;' 56 ';'  '
'Träger';'Stefan';1988;'NPD';22;;;;68
'Tralau';'Gesa';1969;'SPD';29;'Schleswig-Holstein';15;' 7 ';10
'Trautsch';'Patrick';1980;'NPD';22;;;;196
'Träxler';'Gerhard';1938;'BP';3;'Bayern';2;' 46 ';'  '
'Trendelenburg';'Angelika';1957;'MLPD';20;'Sachsen-Anhalt';14;' 6 ';'  '
'Trenkenschuh';'Victor';1937;'K:Trennkenschuh';30;;;;98
'Trenkle';'Heiko';1991;'REP';14;'Baden-Württemberg';1;' 6 ';281
'Tressel';'Markus';1977;'GRÜNE';4;'Saarland';12;' 1 ';'  '
'Trinklein';'Gert';1949;'FDP';17;'Hessen';7;' 26 ';'  '
'Trittin';'Jürgen';1954;'GRÜNE';4;'Niedersachsen';9;' 2 ';54
'Trobentar';'Jürgen';1950;'CSU';8;'Bayern';2;' 35 ';'  '
'Troff-Schaffarzyk';'Anja Gerlinde';1969;'SPD';29;'Niedersachsen';9;' 54 ';'  '
'Troost';'Dr. Axel';1954;'DIE LINKE';13;'Sachsen';13;' 2 ';155
'Trost';'Andreas';1981;'BüSo';5;'Sachsen';13;' 14 ';'  '
'Tybussek';'Artur';1958;'CDU';6;'Nordrhein-Westfalen';10;' 47 ';96
'Überheim';'Ralf ';1961;'FDP';17;'Niedersachsen';9;' 19 ';45
'Ufermann-Schützinger';'Reinhild';1953;'NPD';22;;;;270
'Uhl';'Dr. Hans-Peter';1944;'CSU';8;'Bayern';2;' 19 ';221
'Uhland';'Knuth';1966;'FDP';17;'Niedersachsen';9;' 26 ';36
'Uhlemann';'Jonny Peter';1965;'REP';14;'Sachsen';13;' 7 ';'  '
'Uldahl';'Peter';1963;'GRÜNE';4;;;;213
'Ullmann';'Walter';1939;'REP';14;'Hessen';7;' 11 ';'  '
'Ullrich';'Joachim';1946;'RRP';27;;;;219
'Ulmer';'Manfred';1943;'RRP';27;'Niedersachsen';9;' 11 ';'  '
'Ulrich';'Alexander';1971;'DIE LINKE';13;'Rheinland-Pfalz';11;' 1 ';210
'Ulrich';'Günter';1943;'NPD';22;;;;182
'Ulusoy';'Sultan';1968;'K:Ulusoy';30;;;;275
'Unfried';'Harald';1964;'SPD';29;'Bayern';2;' 21 ';228
'Unger';'Dr. Frank-Uwe';1964;'FWD';19;'Brandenburg';4;' 2 ';'  '
'Unruh';'Joachim-Friedrich';1952;'FDP';17;'Bayern';2;' 41 ';240
'Urbansky';'Karin';1970;'CDU';6;'Baden-Württemberg';1;' 49 ';'  '
'Urbat';'Stefan';1965;'PIRATEN';26;'Baden-Württemberg';1;' 4 ';258
'Utz';'Herbert';1966;'K:Utz';30;;;;218
'Vaatz';'Arnold Eugen Hugo ';1955;'CDU';6;'Sachsen';13;' 2 ';161
'Vachenauer';'Dr. Wilhelm';1949;'ödp';23;'Bayern';2;' 36 ';256
'Vahlberg';'Richard Ludwig Heinrich Karl';1931;'NPD';22;;;;243
'Valenta';'Philipp';1981;'NPD';22;'Sachsen-Anhalt';14;' 8 ';72
'Vanek';'Ulrich';1947;'DIE LINKE';13;;;;34
'Veit';'Rüdiger';1949;'SPD';29;'Hessen';7;' 4 ';174
'Veithen';'Valentin';1946;'DIE LINKE';13;;;;91
'Veltens';'Angelo';1985;'PIRATEN';26;'Rheinland-Pfalz';11;' 1 ';'  '
'Veltens';'Ansgar';1960;'PIRATEN';26;'Rheinland-Pfalz';11;' 4 ';'  '
'Vennemann';'Benedikt Josef';1970;'FDP';17;'Nordrhein-Westfalen';10;' 50 ';102
'Vetter';'Günter';1952;'RRP';27;'Niedersachsen';9;' 12 ';'  '
'Viefeld';'Marcus';1975;'FDP';17;'Sachsen';13;' 7 ';153
'Vierk';'Thomas';1973;'NPD';22;'Berlin';3;' 5 ';'  '
'Viesehon';'Thomas';1973;'CDU';6;'Hessen';7;' 20 ';168
'Violka';'Simone';1968;'SPD';29;'Sachsen';13;' 8 ';164
'Vischer';'Regina';1957;'GRÜNE';4;'Hessen';7;' 19 ';'  '
'Vogel';'Alexander';1983;'FDP';17;'Nordrhein-Westfalen';10;' 24 ';94
'Vogel';'Ines';1980;'SPD';29;'Sachsen';13;' 10 ';161
'Vogel';'Johannes';1982;'FDP';17;'Nordrhein-Westfalen';10;' 16 ';150
'Vogel';'Michael';1970;'PIRATEN';26;'Hamburg';6;' 1 ';'  '
'Vogel';'Sebastian';1979;'SPD';29;'Sachsen';13;' 14 ';165
'Vogel';'Volkmar';1959;'CDU';6;'Thüringen';16;' 3 ';195
'Vogel-Vitzthum';'Susanne';1960;'DIE LINKE';13;'Schleswig-Holstein';15;' 5 ';'  '
'Vogelsang';'Stefanie';1966;'CDU';6;'Berlin';3;' 3 ';83
'Vogelsänger';'Jörg';1964;'SPD';29;'Brandenburg';4;' 7 ';64
'Vogler';'Kathrin';1963;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 11 ';129
'Vogt';'Karl-Edmund';1944;'ödp';23;'Thüringen';16;' 1 ';189
'Vogt';'Ute';1964;'SPD';29;'Baden-Württemberg';1;' 1 ';258
'Vogtländer';'Arend';1972;'PIRATEN';26;'Bremen';5;' 3 ';'  '
'Voigt';'Udo';1952;'NPD';22;'Berlin';3;' 1 ';85
'Volk';'Christian';1980;'CDU';6;'Baden-Württemberg';1;' 40 ';'  '
'Volk';'Dr. Daniel';1970;'FDP';17;'Bayern';2;' 7 ';221
'Völker';'Nico';1980;'FDP';17;'Mecklenburg-Vorpommern';8;' 3 ';'  '
'Volkmar';'Timo';1980;'PIRATEN';26;'Saarland';12;' 5 ';'  '
'Volkmer';'Dr. Eva Marlies';1947;'SPD';29;'Sachsen';13;' 2 ';160
'Völlm';'Hans-Dieter';1943;'PBC';24;'Baden-Württemberg';1;' 4 ';265
'Volmering';'Sven';1976;'CDU';6;'Nordrhein-Westfalen';10;' 28 ';126
'Volosinovszky';'Margit-Szu';1955;'Tierschutz';21;'Bayern';2;' 4 ';'  '
'Vorberger';'Rolf';1950;'RRP';27;;;;50
'Vorländer';'Christian';1973;'SPD';29;'Bayern';2;' 45 ';220
'Vorpahl';'Franziska';1988;'NPD';22;;;;14
'Voß';'Bernd';1954;'GRÜNE';4;'Schleswig-Holstein';15;' 8 ';3
'Voß';'Hans-Joachim';1948;'NPD';22;;;;146
'Voß';'Harry Otto Adolf';1953;'DIE LINKE';13;;;;2
'Voß';'Johanna Regina';1957;'DIE LINKE';13;'Niedersachsen';9;' 7 ';38
'Voß';'Renate';1943;'MLPD';20;'Mecklenburg-Vorpommern';8;' 2 ';14
'Voß';'Sylvia';1954;'DIE LINKE';13;'Brandenburg';4;' 10 ';'  '
'Voßbeck-Kayser';'Christel Hedwig Ernestine';1961;'CDU';6;'Nordrhein-Westfalen';10;' 33 ';151
'Voßhoff';'Andrea';1958;'CDU';6;'Brandenburg';4;' 3 ';61
'Voßkühler';'Karl';1981;'DIE LINKE';13;'Rheinland-Pfalz';11;' 6 ';206
'Vrankaj';'Daniela';1980;'NPD';22;;;;178
'Vries de';'Christoph';1974;'CDU';6;'Hamburg';6;' 5 ';'  '
'Vries de';'Kees';1955;'CDU';6;'Sachsen-Anhalt';14;' 3 ';72
'Vuranoglu';'Mehmet Ali';1959;'MLPD';20;'Bayern';2;' 11 ';'  '
'Wachs';'Heinrich ';1968;'NPD';22;'Saarland';12;' 4 ';'   '
'Wächter';'Cassandra';1986;'NPD';22;;;;144
'Wadephul';'Dr. Johann David';1963;'CDU';6;'Schleswig-Holstein';15;' 1 ';4
'Wagener';'Horst';1937;'NPD';22;;;;25
'Wagenknecht-Niemeyer';'Sarah';1969;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 5 ';108
'Wagner';'Adi';1952;'SPD';29;'Saarland';12;' 5 ';'  '
'Wagner';'Arfst';1954;'GRÜNE';4;'Schleswig-Holstein';15;' 4 ';'  '
'Wagner';'Brigitte';1947;'REP';14;'Mecklenburg-Vorpommern';8;' 2 ';'  '
'Wagner';'Daniela';1957;'GRÜNE';4;'Hessen';7;' 5 ';186
'Wagner';'Gerhard';1939;'Volksabst.';1;'Nordrhein-Westfalen';10;' 2 ';'  '
'Wagner';'Karla';1957;'SPD';29;'Saarland';12;' 11 ';'  '
'Wagner';'Kay';1984;'ödp';23;'Berlin';3;' 5 ';'  '
'Wagner';'Kurt';1937;'CDU';6;'Baden-Württemberg';1;' 53 ';'  '
'Wagner';'Regina';1964;'CDU';6;'Baden-Württemberg';1;' 27 ';'  '
'Wagner';'Sascha';1972;'NPD';22;;;;210
'Wagner';'Susanne';1953;'MLPD';20;'Thüringen';16;' 6 ';'  '
'Wagschal';'Monika';1954;'SPD';29;'Brandenburg';4;' 10 ';'  '
'Waitz';'Christoph';1960;'FDP';17;;;;155
'Walde';'Ingo Peter';1945;'NPD';22;'Sachsen-Anhalt';14;' 3 ';'  '
'Walden';'Björn';1983;'SPD';29;'Rheinland-Pfalz';11;' 14 ';205
'Waldheim';'Silvio';1960;'NPD';22;;;;275
'Waldheim';'Thomas';1960;'DIE LINKE';13;;;;68
'Waldow';'Michael';1971;'K:Waldow';30;;;;18
'Walesch';'Stefan';1988;'PIRATEN';26;'Sachsen-Anhalt';14;' 4 ';'  '
'Wallbraun';'Kirsten';1962;'ödp';23;'Nordrhein-Westfalen';10;' 2 ';137
'Wallenstein';'Dr. Gabriele Anna';1947;'MLPD';20;'Brandenburg';4;' 1 ';'  '
'Wallenstein';'Klaus';1943;'MLPD';20;'Nordrhein-Westfalen';10;' 15 ';115
'Walser';'Max D.';1952;'BP';3;;;;252
'Walter';'Bruno';1961;'VIOLETTEN';15;'Bayern';2;' 1 ';'  '
'Walter';'Helmut';1952;'NPD';22;;;;30
'Walter';'Markus';1975;'NPD';22;;;;211
'Walter';'Uli';1945;'FDP';17;'Baden-Württemberg';1;' 30 ';291
'Walter von';'Mechthild';1939;'ödp';23;'Bayern';2;' 1 ';221
'Walter-Rosenheimer';'Beate';1964;'GRÜNE';4;'Bayern';2;' 11 ';216
'Walther';'Claudia';1963;'SPD';29;'Nordrhein-Westfalen';10;' 44 ';'  '
'Wandersleb';'Leo';1977;'PIRATEN';26;'Bayern';2;' 4 ';'  '
'Wanderwitz';'Marco';1975;'CDU';6;;;;164
'Wandl';'Dr. Joseph';1950;'DIE LINKE';13;;;;229
'Wantscha';'Franz-Markus';1948;'BüSo';5;'Bayern';2;' 19 ';'  '
'Wasner-Sommer';'Cornelia Maria';1965;'CSU';8;'Bayern';2;' 36 ';'  '
'Wasserhövel';'Karl-Josef';1962;'SPD';29;;;;85
'Wawzyniak';'Halina';1973;'DIE LINKE';13;'Berlin';3;' 5 ';84
'Weber';'Andreas';1980;'BüSo';5;'Hessen';7;' 2 ';'  '
'Weber';'Andreas';1979;'CDU';6;'Niedersachsen';9;' 47 ';'  '
'Weber';'Bernd';1979;'SPD';29;'Saarland';12;' 10 ';'  '
'Weber';'Erwin Willi';1947;'K:Weber';30;;;;101
'Weber';'Florian';1963;'BP';3;'Bayern';2;' 1 ';223
'Weber';'Karin';1951;'MLPD';20;'Hessen';7;' 5 ';'  '
'Weber';'Matthias';1985;'FDP';17;'Hessen';7;' 40 ';'  '
'Weber';'Patrick';1983;'NPD';22;'Thüringen';16;' 4 ';191
'Weber';'Peter';1949;'ödp';23;'Rheinland-Pfalz';11;' 12 ';'  '
'Weber';'Volker Helmut';1962;'FDP';17;;;;196
'Weckner-Lömm';'Elke';1958;'FDP';17;;;;75
'Wedel';'Dirk';1974;'FDP';17;'Nordrhein-Westfalen';10;' 45 ';106
'Wedelstaedt von';'Dr. Christina- Elisabeth';1965;'CDU';6;'Schleswig-Holstein';15;' 21 ';'  '
'Wefes';'Bastian Immanuel';1982;'DIE LINKE';13;;;;105
'Wegele';'Maximilian Anton';1966;'ödp';23;'Bayern';2;' 11 ';255
'Wegener';'Daniela';1974;'NPD';22;;;;148
'Wegener';'Gunnar';1953;'SPD';29;'Niedersachsen';9;' 56 ';'  '
'Wegmann';'Sabine Barbara';1952;'DIE LINKE';13;'Niedersachsen';9;' 20 ';'  '
'Wegner';'Kai Peter';1972;'CDU';6;'Berlin';3;' 5 ';79
'Wehner';'Jürgen';1965;'NPD';22;;;;264
'Wehrend';'Sven';1987;'PIRATEN';26;'Berlin';3;' 4 ';'  '
'Weible';'Dr. Ingrid';1947;'MLPD';20;'Baden-Württemberg';1;' 4 ';'  '
'Weide';'Hans';1937;'ADM';2;'Baden-Württemberg';1;' 1 ';'  '
'Weidner';'Michael';1948;'MLPD';20;;;;289
'Weiershäuser';'Heiko';1963;'SPD';29;'Hessen';7;' 33 ';'  '
'Weigand';'Nils';1976;'FDP';17;'Hessen';7;' 16 ';171
'Weigel';'Andreas';1964;'SPD';29;'Sachsen';13;' 7 ';166
'Weigel';'Florian';1988;'CDU';6;'Bremen';5;' 6 ';'  '
'Weigl';'Anton';1963;'BP';3;'Bayern';2;' 48 ';'  '
'Weigle';'Sebastian';1978;'SPD';29;'Baden-Württemberg';1;' 25 ';289
'Weil';'Rüdiger';1977;'SPD';29;'Hessen';7;' 26 ';'  '
'Weiland';'Gerd';1950;'K:Weiland';30;;;;43
'Weiland';'Stephan';1985;'CDU';6;'Thüringen';16;' 14 ';'  '
'Weinberg';'Harald';1957;'DIE LINKE';13;'Bayern';2;' 4 ';244
'Weinberg';'Marcus';1967;'CDU';6;'Hamburg';6;' 3 ';20
'Weinfurtner';'Angelika';1959;'SPD';29;'Niedersachsen';9;' 53 ';'  '
'Weinlich';'Peter';1977;'FDP';17;'Bayern';2;' 32 ';245
'Weinmann';'Ingrid';1942;'BP';3;'Bayern';2;' 49 ';'  '
'Weinsziehr';'Wolfgang';1943;'RRP';27;;;;49
'Weishäupl';'Günther';1967;'DVU';11;'Bayern';2;' 1 ';'  '
'Weispfenning';'Peter Georg';1967;'MLPD';20;;;;142
'Weiss';'Sabine Katharina';1958;'CDU';6;'Nordrhein-Westfalen';10;' 24 ';114
'Weiß';'Christian';1960;'DKP';10;'Berlin';3;' 14 ';'  '
'Weiß';'Emmi Paula';1935;'FDP';17;'Bayern';2;' 36 ';'  '
'Weiß';'Peter';1956;'CDU';6;;;;283
'Weiß';'Robert';1971;'ödp';23;'Rheinland-Pfalz';11;' 15 ';'  '
'Weiß';'Wolfgang';1961;'GRÜNE';4;;;;238
'Weissleder';'Dirk';1969;'FDP';17;'Niedersachsen';9;' 15 ';48
'Weitenhagen';'Felix';1977;'MLPD';20;'Berlin';3;' 2 ';79
'Weiter';'Gabriele';1957;'ödp';23;'Rheinland-Pfalz';11;' 14 ';'  '
'Welk';'Norbert';1964;'PIRATEN';26;;;;259
'Welke';'Lukas Volkmar';1955;'K:Welke';30;;;;161
'Wellenreuther';'Ingo';1959;'CDU';6;'Baden-Württemberg';1;' 6 ';271
'Wellmann';'Karl-Georg';1952;'CDU';6;'Berlin';3;' 2 ';80
'Wellmann';'Sigrid';1958;'Tierschutz';21;;;;176
'Welzhofer';'Alfred Wilhelm';1961;'PIRATEN';26;'Thüringen';16;' 7 ';'  '
'Wenck';'Prof. Dr. Helmut Adolph Wilhelm';1935;'CDU';6;'Nordrhein-Westfalen';10;' 57 ';'  '
'Wende';'Willi Kurt';1947;'K:Wende';30;;;;85
'Wendl';'Michael';1950;'DIE LINKE';13;'Bayern';2;' 12 ';220
'Wendlandt';'Katrin';1968;'REP';14;'Brandenburg';4;' 4 ';'  '
'Wendt';'Marian';1985;'CDU';6;'Sachsen';13;' 10 ';'  '
'Wendt-Kleinberg';'Walter';1948;'DIE LINKE';13;;;;145
'Weng';'Martin';1978;'CDU';6;'Baden-Württemberg';1;' 25 ';'  '
'Wengelinski';'Karsten';1963;'REP';14;'Mecklenburg-Vorpommern';8;' 1 ';'  '
'Wengenroth';'Elvira';1961;'PBC';24;'Rheinland-Pfalz';11;' 7 ';'  '
'Wenghöfer';'Jörg';1964;'SPD';29;'Schleswig-Holstein';15;' 23 ';'  '
'Wennmacher';'Felizitas';1952;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 32 ';109
'Werlberger';'Renate';1955;'NPD';22;;;;220
'Werle';'Elisabeth';1962;'VIOLETTEN';15;'Baden-Württemberg';1;' 9 ';'  '
'Werner';'Daniel';1977;'SPD';29;'Sachsen';13;' 13 ';155
'Werner';'Elsbeth';1945;'VIOLETTEN';15;'Baden-Württemberg';1;' 11 ';'  '
'Werner';'Karsten';1984;'BüSo';5;'Sachsen';13;' 5 ';154
'Werner';'Katrin';1973;'DIE LINKE';13;'Rheinland-Pfalz';11;' 3 ';204
'Wersing';'Reinhard';1940;'ödp';23;'Nordrhein-Westfalen';10;' 4 ';'  '
'Wesener';'Gudrun Elisabeth';1959;'MLPD';20;'Sachsen';13;' 8 ';'  '
'Wesner';'Claudia';1971;'CDU';6;'Hessen';7;' 38 ';'  '
'Wessel';'Herbert';1951;'DIE LINKE';13;;;;132
'Weßlau';'Dr. Dirk';1961;'K:Weßlau';30;;;;60
'Weßling';'Claudia Hannelore';1985;'SPD';29;'Bayern';2;' 49 ';'  '
'Westermayer';'Waldemar';1953;'CDU';6;'Baden-Württemberg';1;' 20 ';'  '
'Westerwelle';'Dr. Guido';1961;'FDP';17;'Nordrhein-Westfalen';10;' 1 ';97
'Westfehling';'Angela';1956;'FDP';17;'Hamburg';6;' 5 ';'  '
'Westphal';'Benjamin';1988;'PIRATEN';26;'Sachsen-Anhalt';14;' 5 ';'  '
'Westphely';'Maaret';1974;'GRÜNE';4;;;;43
'Wettlaufer';'Wolfgang';1948;'ödp';23;'Baden-Württemberg';1;' 12 ';'  '
'Wetzel';'Dr. Margrit';1950;'SPD';29;'Niedersachsen';9;' 23 ';31
'Wetzelsberger';'Hans';1949;'RRP';27;'Bayern';2;' 11 ';'  '
'Whittaker';'Kai';1985;'CDU';6;'Baden-Württemberg';1;' 28 ';'  '
'Wichmann';'Matthias';1973;'NPD';22;'Berlin';3;' 8 ';86
'Wichtel';'Peter';1949;'CDU';6;'Hessen';7;' 12 ';185
'Wicklein';'Andrea';1958;'SPD';29;'Brandenburg';4;' 4 ';62
'Widder';'Jürgen';1973;'NPD';22;;;;294
'Widmann-Mauz';'Annette';1966;'CDU';6;'Baden-Württemberg';1;' 4 ';290
'Wiechmann';'Hans-Gerd';1949;'DVU';11;'Niedersachsen';9;' 1 ';'  '
'Wieck';'Christel';1958;'FDP';17;'Rheinland-Pfalz';11;' 23 ';'  '
'Wieczorek-Zeul';'Heidemarie';1942;'SPD';29;'Hessen';7;' 1 ';179
'Wiedemeyer';'Cornelia';1961;'SPD';29;'Bremen';5;' 2 ';'  '
'Wiederstein';'Volker';1965;'PBC';24;'Rheinland-Pfalz';11;' 5 ';'  '
'Wiefelspütz';'Dr. Dieter';1946;'SPD';29;'Nordrhein-Westfalen';10;' 45 ';146
'Wiegenstein';'Daniel';1958;'MLPD';20;'Sachsen-Anhalt';14;' 7 ';70
'Wiegräfe';'Dieter August Karl';1935;'DVU';11;'Niedersachsen';9;' 4 ';'  '
'Wieland';'Wolfgang';1948;'GRÜNE';4;'Berlin';3;' 2 ';76
'Wiemer';'Margarete';1954;'DIE LINKE';13;;;;182
'Wiemers';'Christoph';1973;'FDP';17;;;;137
'Wienzek';'Roberto';1983;'BüSo';5;'Sachsen';13;' 4 ';'  '
'Wieschke';'Patrick';1981;'NPD';22;'Thüringen';16;' 2 ';190
'Wiese';'Heinz';1945;'CDU';6;'Baden-Württemberg';1;' 15 ';'  '
'Wiesend';'Rita';1960;'ödp';23;'Bayern';2;' 37 ';235
'Wieser';'Theodor';1949;'CM';7;'Bayern';2;' 5 ';'  '
'Wiest';'Claudia';1967;'ödp';23;'Bayern';2;' 3 ';233
'Wiest';'Susanne';1967;'K:Wiest';30;;;;16
'Wilde';'Dr. Frank-Eberhard';1937;'ödp';23;'Thüringen';16;' 3 ';'  '
'Wildenradt von';'Peter';1957;'K:Wildenradt von';30;;;;5
'Wilhelm';'Sabine';1965;'SPD';29;'Rheinland-Pfalz';11;' 8 ';211
'Wilhelmi';'Ralf Heinrich';1952;'FDP';17;'Rheinland-Pfalz';11;' 6 ';201
'Wilke';'Maria Hilde';1950;'K:Wilke';30;;;;15
'Willenberg';'Björn';1983;'PIRATEN';26;'Niedersachsen';9;' 8 ';'  '
'Willsch';'Klaus-Peter';1961;'CDU';6;'Hessen';7;' 16 ';178
'Wilms';'Dr. Valerie';1954;'GRÜNE';4;'Schleswig-Holstein';15;' 3 ';7
'Wilzek';'Herbert';1953;'DIE LINKE';13;'Baden-Württemberg';1;' 8 ';292
'Windecker';'Edna';1946;'NPD';22;'Hessen';7;' 6 ';188
'Winkelmeier';'Gert';1956;'DIE LINKE';13;;;;199
'Winkelmeier-Becker';'Elisabeth';1962;'CDU';6;'Nordrhein-Westfalen';10;' 21 ';98
'Winkler';'Elisabeth';1971;'ödp';23;'Bayern';2;' 38 ';217
'Winkler';'Josef Philip';1974;'GRÜNE';4;'Rheinland-Pfalz';11;' 2 ';200
'Winkler';'Manfred';1949;'K:Winkler';30;;;;266
'Winkler';'Marco';1989;'DIE LINKE';13;'Bayern';2;' 25 ';'  '
'Winkler';'Ursula';1939;'NPD';22;'Hamburg';6;' 4 ';20
'Winter';'Heike Christine';1971;'SPD';29;'Rheinland-Pfalz';11;' 21 ';'  '
'Winter';'Mario';1982;'NPD';22;;;;203
'Winter';'Susanna';1954;'CDU';6;'Baden-Württemberg';1;' 32 ';'  '
'Winter';'Wilhelm Friedrich';1940;'BüSo';5;'Bayern';2;' 18 ';'  '
'Winter';'Wolfgang';1957;'RRP';27;'Bayern';2;' 16 ';'  '
'Winterstein';'Dr. Claudia';1950;'FDP';17;'Niedersachsen';9;' 2 ';42
'Wirth';'Thorsten';1968;'PIRATEN';26;'Hessen';7;' 1 ';'  '
'Wirth-Schusser';'Claudia';1968;'Tierschutz';21;'Bayern';2;' 2 ';'  '
'Wirtz';'Konrad';1955;'BP';3;'Bayern';2;' 50 ';216
