Wahlkreis;Partei;Erststimmen;Zweitstimmen;Jahr
130;25;;19;2009
130;26;;3489;2009
130;27;;107;2009
130;28;;294;2009
130;29;70175;59463;2005
130;29;53029;38604;2009
130;30;;457;2005
130;99;472;457;2005
130;99;235;;2009
131;1;;112;2005
131;1;;112;2009
131;4;6619;10103;2005
131;4;;14609;2009
131;5;;24;2005
131;5;;14;2009
131;6;84140;70698;2005
131;6;75187;62706;2009
131;11;;82;2009
131;12;;66;2005
131;12;;107;2009
131;13;5301;6489;2005
131;13;12005;9824;2009
131;14;;384;2005
131;14;;302;2009
131;16;;700;2005
131;16;;685;2009
131;17;6324;17695;2005
131;17;16333;23668;2009
131;20;;28;2005
131;20;;8;2009
131;21;;564;2005
131;21;;688;2009
131;22;1329;1102;2005
131;22;;977;2009
131;23;;119;2009
131;24;;126;2005
131;25;;38;2005
131;25;;16;2009
131;26;;2308;2009
131;27;;132;2009
131;28;;443;2009
131;29;63717;58675;2005
131;29;49996;37608;2009
131;30;;374;2005
131;99;;374;2005
132;1;;201;2005
132;1;;152;2009
132;4;7422;11909;2005
132;4;11924;16035;2009
132;5;;28;2005
132;5;;24;2009
132;6;87555;75313;2005
132;6;74149;64808;2009
132;11;;118;2009
132;12;;50;2005
132;12;;86;2009
132;13;6365;7270;2005
132;13;9909;10855;2009
132;14;;634;2005
132;14;;361;2009
132;16;;886;2005
132;16;;824;2009
132;17;8125;18364;2005
132;17;15138;24698;2009
132;20;;37;2005
132;20;;25;2009
132;21;;693;2005
132;21;;855;2009
132;22;;1228;2005
132;22;;1202;2009
132;23;625;379;2009
132;24;;424;2005
132;25;;65;2005
132;25;;24;2009
132;26;;2639;2009
132;27;;177;2009
132;28;;546;2009
132;29;69739;62042;2005
132;29;53509;42512;2009
132;30;;465;2005
132;99;;465;2005
132;99;455;;2009
133;1;;232;2005
133;1;;132;2009
133;4;12742;23358;2005
133;4;24981;25057;2009
133;5;;41;2005
133;5;394;100;2009
133;6;73853;62089;2005
133;6;64621;54277;2009
133;11;;120;2009
133;12;;44;2005
133;12;;67;2009
133;13;8281;11648;2005
133;13;14056;17126;2009
133;14;;374;2005
133;14;;311;2009
133;16;;688;2005
133;16;;755;2009
133;17;5253;16643;2005
133;17;10852;19883;2009
133;20;;81;2005
133;20;;68;2009
133;21;;827;2005
133;21;;956;2009
133;22;1563;1365;2005
133;22;1784;1453;2009
133;23;;179;2009
133;24;860;763;2005
133;25;;82;2005
133;25;;45;2009
133;26;;3497;2009
133;27;;190;2009
133;28;;551;2009
133;29;92287;76549;2005
133;29;61405;53583;2009
133;30;;586;2005
133;99;505;586;2005
134;1;;210;2005
134;1;;189;2009
134;4;5319;12003;2005
134;4;11091;14121;2009
134;5;;39;2005
134;5;;26;2009
134;6;74103;63671;2005
134;6;61244;53025;2009
134;11;;90;2009
134;12;;32;2005
134;12;;56;2009
134;13;6894;9056;2005
134;13;12090;12887;2009
134;14;;661;2005
134;14;;603;2009
134;16;;769;2005
134;16;;856;2009
134;17;6476;17147;2005
134;17;15549;22018;2009
134;20;;50;2005
134;20;;31;2009
134;21;;817;2005
134;21;;942;2009
134;22;1991;1523;2005
134;22;;1362;2009
134;23;;137;2009
134;24;;659;2005
134;25;;68;2005
134;25;;23;2009
134;26;;2373;2009
134;27;;215;2009
134;28;;421;2009
134;29;85908;73666;2005
134;29;62644;53661;2009
134;30;;440;2005
134;99;;440;2005
135;1;;152;2005
135;1;;98;2009
135;4;4071;10054;2005
135;4;7636;11482;2009
135;5;;33;2005
135;5;;22;2009
135;6;65858;56134;2005
135;6;61751;51869;2009
135;11;;83;2009
135;12;;27;2005
135;12;;56;2009
135;13;5774;7875;2005
135;13;8809;10401;2009
135;14;;743;2005
135;14;;771;2009
135;16;1497;966;2005
135;16;;820;2009
135;17;5845;15449;2005
135;17;9628;18097;2009
135;20;;27;2005
135;20;;21;2009
135;21;;615;2005
135;21;;713;2009
135;22;1666;1274;2005
135;22;;917;2009
135;23;;113;2009
135;24;;1212;2005
135;25;;67;2005
135;25;;29;2009
135;26;;2284;2009
135;27;;153;2009
135;28;;397;2009
135;29;76641;66133;2005
135;29;57561;47299;2009
135;30;;347;2005
135;99;;347;2005
136;1;;134;2005
136;1;;95;2009
136;4;4990;9016;2005
136;4;8431;10270;2009
136;5;;32;2005
136;5;;36;2009
136;6;53607;45987;2005
136;6;46447;40545;2009
136;11;;94;2009
136;12;;21;2005
136;12;;66;2009
136;13;4800;6183;2005
136;13;8492;9059;2009
136;14;;446;2005
136;14;;358;2009
136;16;;536;2005
136;16;;779;2009
136;17;6165;13358;2005
136;17;11879;16627;2009
136;20;;22;2005
136;20;;23;2009
136;21;;577;2005
136;21;;728;2009
136;22;1331;1137;2005
136;22;;1039;2009
136;23;;119;2009
136;24;1318;1339;2005
136;25;;57;2005
136;25;;10;2009
136;26;;2283;2009
136;27;;139;2009
136;28;;397;2009
136;29;66665;59814;2005
136;29;50688;43628;2009
136;30;;279;2005
136;99;;279;2005
137;1;;187;2005
137;1;;125;2009
137;4;6066;10196;2005
137;4;9957;11708;2009
137;5;;28;2005
137;5;;21;2009
137;6;83914;71732;2005
137;6;71813;58814;2009
137;11;;109;2009
137;12;;69;2005
137;12;;91;2009
137;13;5403;6974;2005
137;13;9100;10266;2009
137;14;;438;2005
137;14;;254;2009
137;16;2107;1405;2005
137;16;1586;1037;2009
137;17;6648;18446;2005
137;17;12086;23125;2009
137;20;;38;2005
137;20;;21;2009
137;21;;607;2005
137;21;;727;2009
137;22;1612;1402;2005
137;22;1502;1151;2009
137;23;455;309;2009
137;24;879;986;2005
137;25;;60;2005
137;25;;31;2009
137;26;;2474;2009
137;27;;132;2009
137;28;;374;2009
137;29;63922;57815;2005
137;29;49149;45184;2009
137;30;;317;2005
137;99;;317;2005
138;1;;166;2005
138;1;;149;2009
138;4;7278;10487;2005
138;4;12001;14619;2009
138;5;;29;2005
138;5;;26;2009
138;6;101231;91872;2005
138;6;88754;73354;2009
138;11;;116;2009
138;12;;68;2005
138;12;;113;2009
138;13;5944;6818;2005
138;13;9436;10380;2009
138;14;;485;2005
138;14;;377;2009
138;16;2254;1512;2005
138;16;;1111;2009
138;17;8137;18595;2005
138;17;15282;28805;2009
138;20;;49;2005
138;20;;24;2009
138;21;;626;2005
138;21;;810;2009
138;22;1695;1464;2005
138;22;1757;1340;2009
138;23;;184;2009
138;24;;722;2005
138;25;;70;2005
138;25;;28;2009
138;26;;3478;2009
138;27;;145;2009
138;28;;467;2009
138;29;57815;50815;2005
138;29;43120;34925;2009
138;30;;363;2005
138;99;;363;2005
139;1;;147;2005
139;1;;137;2009
139;4;4757;10802;2005
139;4;8836;13557;2009
139;5;;31;2005
139;5;;36;2009
139;6;58191;50197;2005
139;6;49893;45225;2009
139;11;;96;2009
139;12;;46;2005
139;12;;72;2009
139;13;6837;9701;2005
139;13;12188;14448;2009
139;14;;903;2005
139;14;;937;2009
139;16;;650;2005
139;16;;673;2009
139;17;5944;14381;2005
139;17;11251;18246;2009
139;20;188;152;2005
139;20;;87;2009
139;21;1988;1414;2005
139;21;;1231;2009
139;22;2129;1687;2005
139;22;2679;1774;2009
139;23;;79;2009
139;24;;284;2005
139;25;;70;2005
139;25;;12;2009
139;26;;2407;2009
139;27;;278;2009
139;28;;706;2009
139;29;87664;76987;2005
139;29;63980;49061;2009
139;30;;552;2005
139;99;;552;2005
140;1;;102;2005
140;1;;126;2009
140;4;7166;12531;2005
140;4;11621;15248;2009
140;5;;24;2005
140;5;;29;2009
140;6;45344;38740;2005
140;6;40763;35927;2009
140;11;;108;2009
140;12;;25;2005
140;12;;61;2009
140;13;6506;8641;2005
140;13;11180;12596;2009
140;14;;345;2005
140;14;;307;2009
140;16;;552;2005
140;16;;673;2009
140;17;7502;13426;2005
140;17;13392;16778;2009
140;20;220;190;2005
140;20;285;153;2009
140;21;1858;1217;2005
140;21;;1103;2009
140;22;1338;1086;2005
140;22;1762;1382;2009
140;23;;116;2009
140;24;;180;2005
140;25;;61;2005
140;25;;42;2009
140;26;;2180;2009
140;27;;194;2009
140;28;;559;2009
140;29;76854;69311;2005
140;29;54845;46848;2009
140;30;;452;2005
140;99;;452;2005
140;99;285;;2009
141;1;;153;2005
141;1;;126;2009
141;4;8786;15809;2005
141;4;12775;18094;2009
141;5;;62;2005
141;5;486;100;2009
141;6;51120;42992;2005
141;6;47030;37763;2009
141;11;;101;2009
141;12;;31;2005
141;12;;57;2009
141;13;9497;11873;2005
141;13;14741;16442;2009
141;14;;400;2005
141;14;;360;2009
141;16;;614;2005
141;16;;608;2009
141;17;4071;11304;2005
141;17;8578;16390;2009
141;20;316;204;2005
141;20;259;126;2009
141;21;;937;2005
141;21;;1171;2009
141;22;1883;1548;2005
141;22;2268;1796;2009
141;23;;119;2009
141;24;;139;2005
141;25;;49;2005
141;25;;49;2009
141;26;;2943;2009
141;27;;214;2009
141;28;;538;2009
141;29;94985;83998;2005
141;29;65810;55224;2009
141;30;;633;2005
141;99;;633;2005
142;1;;141;2005
142;1;;93;2009
142;4;5058;9369;2005
142;4;12393;11074;2009
142;5;;38;2005
142;5;;20;2009
142;6;37096;32499;2005
142;6;33693;28681;2009
142;11;;164;2009
142;12;;42;2005
142;12;;60;2009
142;13;9738;11279;2005
142;13;;16261;2009
142;14;1558;1368;2005
142;14;2768;1418;2009
142;16;;631;2005
142;16;;604;2009
142;17;3487;7852;2005
142;17;8545;11591;2009
142;20;268;245;2005
142;20;1175;175;2009
142;21;;903;2005
142;21;;944;2009
142;22;1503;1399;2005
142;22;2570;1563;2009
142;23;;81;2009
142;24;;174;2005
142;25;;72;2005
142;25;;34;2009
142;26;;2074;2009
142;27;;236;2009
142;28;;568;2009
142;29;85964;78062;2005
142;29;64331;50922;2009
142;30;;563;2005
142;99;;563;2005
143;1;;99;2005
143;1;;128;2009
143;4;8020;16084;2005
143;4;16141;20133;2009
143;5;;58;2005
143;5;440;103;2009
143;6;45968;39208;2005
143;6;40623;36237;2009
143;11;;838;2009
143;12;;52;2005
143;12;;63;2009
143;13;7616;9929;2005
143;13;14273;16272;2009
143;14;;445;2005
143;14;;231;2009
143;16;;379;2005
143;16;;521;2009
143;17;4728;12169;2005
143;17;12890;17813;2009
143;20;335;233;2005
143;20;288;146;2009
143;21;;587;2005
143;21;;960;2009
143;22;1520;1275;2005
143;22;2281;1469;2009
143;23;;105;2009
143;24;;98;2005
143;25;;83;2005
143;25;;22;2009
143;26;;3311;2009
143;27;;201;2009
143;28;;638;2009
143;29;88227;75717;2005
143;29;60839;48882;2009
143;30;;543;2005
143;99;312;543;2005
144;1;;119;2005
144;1;;149;2009
144;4;6088;12555;2005
144;4;12292;15553;2009
144;5;;66;2005
144;5;;42;2009
144;6;44293;37827;2005
144;6;40622;34006;2009
144;11;;663;2009
144;12;;43;2005
144;12;;53;2009
144;13;8271;9954;2005
144;13;14819;16104;2009
144;14;;544;2005
144;14;;263;2009
144;16;;421;2005
144;16;;677;2009
144;17;3907;10869;2005
144;17;9387;15993;2009
144;20;;149;2005
144;20;;101;2009
144;21;;559;2005
144;21;;1000;2009
144;22;1622;1251;2005
144;22;2379;1654;2009
144;23;;70;2009
144;24;;87;2005
144;25;;111;2005
144;25;;25;2009
144;26;;2383;2009
144;27;;275;2009
144;28;;931;2009
144;29;88135;77452;2005
144;29;59141;49813;2009
144;30;;530;2005
144;99;;530;2005
144;99;922;;2009
145;1;;181;2005
145;1;;144;2009
145;4;7934;11567;2005
145;4;12737;13756;2009
145;5;;42;2005
145;5;;24;2009
145;6;51073;43052;2005
145;6;47702;38646;2009
145;11;;207;2009
145;12;;40;2005
145;12;;52;2009
145;13;7076;8786;2005
145;13;12451;13842;2009
145;14;;501;2005
145;14;;307;2009
145;16;;638;2005
145;16;;727;2009
145;17;4957;12580;2005
145;17;9418;17773;2009
145;20;;74;2005
145;20;;44;2009
145;21;;798;2005
145;21;;1045;2009
145;22;1940;1542;2005
145;22;2206;1665;2009
145;23;;88;2009
145;24;;108;2005
145;25;;59;2005
145;25;;18;2009
145;26;;2439;2009
145;27;;183;2009
145;28;;958;2009
145;29;88471;81333;2005
145;29;62638;55439;2009
145;30;;472;2005
145;99;;472;2005
146;1;;136;2005
146;1;;120;2009
146;4;4195;9941;2005
146;4;8993;12798;2009
146;5;;32;2005
146;5;;26;2009
146;6;59652;56557;2005
146;6;54088;52623;2009
146;11;;206;2009
146;12;;49;2005
146;12;;66;2009
146;13;7690;9847;2005
146;13;11638;15917;2009
146;14;;722;2005
146;14;;536;2009
146;16;;758;2005
146;16;;810;2009
146;17;8038;13752;2005
146;17;14952;19998;2009
146;20;;66;2005
146;20;;60;2009
146;21;;864;2005
146;21;;1049;2009
146;22;2026;1705;2005
146;22;2981;2113;2009
146;23;;88;2009
146;24;;173;2005
146;25;;75;2005
146;25;;26;2009
146;26;;2889;2009
146;27;;241;2009
146;28;;675;2009
146;29;100141;87460;2005
146;29;72446;55249;2009
146;30;;457;2005
146;35;366;;2005
146;99;366;457;2005
147;1;;161;2005
147;1;;149;2009
147;4;5946;10428;2005
147;4;11924;14081;2009
147;5;;50;2005
147;5;;48;2009
147;6;82445;69766;2005
147;6;74725;59805;2009
147;11;;118;2009
147;12;;86;2005
147;12;;123;2009
147;13;6536;7940;2005
147;13;11432;12460;2009
147;14;;633;2005
147;14;;388;2009
147;16;;801;2005
147;16;;1037;2009
147;17;8518;18826;2005
147;17;15625;27675;2009
147;20;;29;2005
147;20;;13;2009
147;21;;766;2005
147;21;;922;2009
147;22;1534;1282;2005
147;22;1800;1324;2009
147;23;;106;2009
147;24;;212;2005
147;25;;75;2005
147;25;;22;2009
147;26;;2612;2009
147;27;;315;2009
147;28;;652;2009
147;29;73123;66889;2005
147;29;47583;41522;2009
147;30;;530;2005
147;99;;530;2005
148;1;;144;2005
148;1;;146;2009
148;4;3341;6657;2005
148;4;7966;9460;2009
148;5;;42;2005
148;5;;23;2009
148;6;94975;76009;2005
148;6;77687;63133;2009
148;11;;96;2009
148;12;;86;2005
148;12;;121;2009
148;13;4802;5864;2005
148;13;9362;10064;2009
148;14;;605;2005
148;14;;306;2009
148;16;;750;2005
148;16;;910;2009
148;17;4006;15734;2005
148;17;13753;24530;2009
148;20;;37;2005
148;20;;25;2009
148;21;;649;2005
148;21;;809;2009
148;22;1245;1054;2005
148;22;1537;1223;2009
148;23;;112;2009
148;24;;144;2005
148;25;;62;2005
148;25;;26;2009
148;26;;2008;2009
148;27;;206;2009
148;28;;601;2009
148;29;56141;54867;2005
148;29;40010;36741;2009
148;30;;355;2005
148;99;;355;2005
149;1;;206;2005
149;1;;152;2009
149;4;6097;9757;2005
149;4;;13385;2009
149;5;;65;2005
149;5;;26;2009
149;6;70260;61957;2005
149;6;64217;53999;2009
149;11;;67;2009
149;12;;59;2005
149;12;;88;2009
149;13;6415;8830;2005
149;13;12009;12362;2009
149;14;1462;1367;2005
149;14;;660;2009
149;16;;694;2005
149;16;;755;2009
149;17;8240;15996;2005
149;17;15482;23059;2009
149;20;;37;2005
149;20;;22;2009
149;21;1694;1013;2005
149;21;;920;2009
149;22;1328;1270;2005
149;22;2399;1910;2009
149;23;;218;2009
149;24;;1424;2005
149;25;;54;2005
149;25;;22;2009
149;26;;2044;2009
149;27;;200;2009
149;28;;485;2009
149;29;73703;66083;2005
149;29;60500;44822;2009
149;30;;448;2005
149;99;;448;2005
150;1;;210;2005
150;1;;151;2009
150;4;4665;8047;2005
150;4;8476;10379;2009
150;5;;25;2005
150;5;;20;2009
150;6;83289;70002;2005
150;6;70705;59358;2009
150;11;;119;2009
150;12;;61;2005
150;12;;115;2009
150;13;6198;7210;2005
150;13;10100;10797;2009
150;14;;805;2005
150;14;;503;2009
150;16;;700;2005
150;16;;879;2009
150;17;6322;17658;2005
150;17;15568;25021;2009
150;20;;60;2005
150;20;;40;2009
150;21;;774;2005
150;21;;978;2009
150;22;1823;1414;2005
150;22;2064;1564;2009
150;23;;108;2009
150;24;;402;2005
150;25;;65;2005
150;25;;37;2009
150;26;;1901;2009
150;27;;281;2009
150;28;;673;2009
150;29;61628;56319;2005
150;29;42273;36470;2009
150;30;;441;2005
150;99;;441;2005
151;1;;206;2005
151;1;;169;2009
151;4;3387;8370;2005
151;4;6207;10589;2009
151;5;;49;2005
151;5;;25;2009
151;6;66020;59238;2005
151;6;52751;51494;2009
151;11;;105;2009
151;12;;73;2005
151;12;;67;2009
151;13;6617;8360;2005
151;13;10431;12450;2009
151;14;;886;2005
151;14;;555;2009
151;16;;729;2005
151;16;;810;2009
151;17;6038;15321;2005
151;17;11740;20616;2009
151;20;;39;2005
151;20;;48;2009
151;21;;898;2005
151;21;2217;1310;2009
151;22;2357;1879;2005
151;22;2331;1902;2009
151;23;;105;2009
151;24;;339;2005
151;25;;70;2005
151;25;;23;2009
151;26;;2181;2009
151;27;;335;2009
151;28;;786;2009
151;29;76312;64123;2005
151;29;59521;41755;2009
151;30;;469;2005
151;99;;469;2005
152;4;2958;4590;2005
152;4;4357;4783;2009
152;5;1083;640;2005
152;5;;583;2009
152;6;49485;41460;2005
152;6;44147;38440;2009
152;13;30722;32415;2005
152;13;27760;27765;2009
152;14;;525;2005
152;14;;381;2009
152;17;6882;11924;2005
152;17;10611;13747;2009
152;20;;174;2005
152;20;;261;2009
152;22;6682;6542;2005
152;22;5108;5069;2009
152;24;;271;2005
152;25;;312;2005
152;29;35561;34178;2005
152;29;15860;16927;2009
152;32;;1127;2005
152;99;517;869;2005
153;4;5658;9433;2005
153;4;8856;11474;2009
153;5;880;760;2005
153;5;1691;1197;2009
153;6;42028;37002;2005
153;6;42704;38471;2009
153;13;34219;32298;2005
153;13;34015;32762;2009
153;14;;376;2005
153;14;;340;2009
153;17;7500;11601;2005
153;17;11781;16478;2009
153;20;;176;2005
153;20;;294;2009
153;22;4294;4234;2005
153;22;4202;4225;2009
153;24;;357;2005
153;25;;387;2005
153;29;47265;45850;2005
153;29;24866;23070;2009
153;32;;917;2005
153;37;379;;2005
153;99;1524;917;2005
154;4;10787;15038;2005
154;4;17345;20998;2009
154;5;1135;724;2005
154;5;1674;1203;2009
154;6;38545;35098;2005
154;6;41101;37304;2009
154;13;33881;33969;2005
154;13;36117;36431;2009
154;14;;283;2005
154;14;;248;2009
154;17;7141;11512;2005
154;17;10505;16983;2009
154;20;;234;2005
154;20;;376;2009
154;22;3502;3305;2005
154;22;3094;3119;2009
154;24;;353;2005
154;25;;365;2005
154;29;53181;49115;2005
154;29;32841;26133;2009
154;32;;942;2005
154;33;1026;;2005
154;37;373;;2005
154;99;2509;942;2005
155;4;4025;7115;2005
155;4;6745;7533;2009
155;5;1366;861;2005
155;5;;1032;2009
155;6;61178;54180;2005
155;6;60969;53735;2009
155;13;37850;39813;2005
155;13;33044;34826;2009
155;14;;561;2005
155;14;;462;2009
155;17;9710;16160;2005
155;17;14799;19240;2009
155;20;;217;2005
155;20;;375;2009
155;22;7966;7681;2005
155;22;5988;5751;2009
155;24;;594;2005
155;25;;519;2005
155;29;51962;46534;2005
155;29;23471;23354;2009
155;32;;1327;2005
155;99;1442;1327;2005
155;99;1090;;2009
156;4;6669;7530;2005
156;4;8315;7979;2009
156;5;2190;1228;2005
156;5;;1208;2009
156;6;62840;53392;2005
156;6;62290;51703;2009
156;13;34857;36352;2005
156;13;29423;31286;2009
156;14;;474;2005
156;14;;404;2009
156;17;11629;17816;2005
156;17;12403;20052;2009
156;20;120;266;2005
156;20;;327;2009
156;22;11199;10757;2005
156;22;7050;6875;2009
156;24;;532;2005
156;25;;414;2005
156;29;36919;36802;2005
156;29;17236;17987;2009
156;32;;1516;2005
156;99;526;1379;2005
156;99;1103;;2009
157;4;5278;6008;2005
157;4;6505;6431;2009
157;5;971;836;2005
157;5;;1268;2009
157;6;68306;59910;2005
157;6;64325;59103;2009
157;13;43847;45286;2005
157;13;38241;37144;2009
157;14;;836;2005
157;14;;527;2009
157;17;15386;18267;2005
157;17;17755;20969;2009
157;20;;409;2005
157;20;;448;2009
157;22;12120;11348;2005
157;22;8363;7597;2009
157;24;;984;2005
157;25;;619;2005
157;29;39183;39007;2005
157;29;16870;18906;2009
157;32;;1990;2005
157;99;;1905;2005
158;4;6937;6704;2005
158;4;7381;7004;2009
158;5;2715;1562;2005
158;5;2700;2117;2009
158;6;67930;58160;2005
158;6;62338;55015;2009
158;13;44838;44581;2005
158;13;35786;36231;2009
158;14;;676;2005
158;14;;540;2009
158;17;12120;16675;2005
158;17;13935;19223;2009
158;20;;249;2005
158;20;;413;2009
158;22;12148;10938;2005
158;22;7842;8035;2009
158;24;;1042;2005
158;25;;558;2005
158;29;34644;38088;2005
158;29;17005;18569;2009
158;32;;1461;2005
158;99;;2334;2005
159;4;5798;6946;2005
159;4;6378;7346;2009
159;5;2073;1255;2005
159;5;2150;1621;2009
159;6;68426;58754;2005
159;6;62530;56001;2009
159;13;32651;33065;2005
159;13;28233;28970;2009
159;14;;587;2005
159;14;;412;2009
159;17;12042;18184;2005
159;17;15292;19910;2009
159;20;;230;2005
159;20;;258;2009
159;22;12966;11831;2005
159;22;7983;7717;2009
159;24;;559;2005
159;25;;462;2005
159;29;33172;33614;2005
159;29;16194;16725;2009
159;32;;1748;2005
159;99;;1748;2005
160;4;6158;11113;2005
160;4;13668;16961;2009
160;5;939;695;2005
160;5;1575;1563;2009
160;6;57931;38208;2005
160;6;56749;53247;2009
160;13;30117;30914;2005
160;13;37180;34171;2009
160;14;;196;2005
160;14;;281;2009
160;17;7367;26041;2005
160;17;14818;20574;2009
160;20;;147;2005
160;20;;297;2009
160;22;3776;4011;2005
160;22;3851;3980;2009
160;24;;435;2005
160;25;;196;2005
160;29;50320;43730;2005
160;29;25959;24373;2009
160;32;;895;2005
160;99;;895;2005
160;99;1413;;2009
161;4;12601;15323;2005
161;4;18871;19978;2009
161;5;1981;1160;2005
161;5;1597;1569;2009
161;6;57180;48290;2005
161;6;55401;51621;2009
161;13;32050;33169;2005
161;13;29679;30870;2009
161;14;;458;2005
161;14;;366;2009
161;17;12521;18300;2005
161;17;18204;21783;2009
161;20;524;390;2005
161;20;436;391;2009
161;22;7214;6777;2005
161;22;4389;4501;2009
161;24;;660;2005
161;25;;398;2005
161;29;42670;41028;2005
161;29;22268;21518;2009
161;32;;1592;2005
161;37;903;;2005
161;99;506;1483;2005
161;99;1436;;2009
162;4;3992;5595;2005
162;4;5921;6208;2009
162;5;1510;1028;2005
162;5;;803;2009
162;6;66965;56768;2005
162;6;61579;54525;2009
162;13;37394;39565;2005
162;13;32744;34630;2009
162;14;;779;2005
162;14;;483;2009
162;17;14380;18646;2005
162;17;14032;19726;2009
162;20;;197;2005
162;20;;315;2009
162;22;10081;9864;2005
162;22;6320;6200;2009
162;24;;742;2005
162;25;;531;2005
162;29;36727;37333;2005
162;29;20800;18677;2009
162;32;;1495;2005
162;39;639;;2005
162;41;1514;;2005
162;99;1452;1549;2005
163;4;5882;8574;2005
163;4;8109;9524;2009
163;5;1998;1063;2005
163;5;;813;2009
163;6;43711;37904;2005
163;6;45876;41081;2009
163;13;41369;41092;2005
163;13;37433;38448;2009
163;14;3093;2641;2005
163;14;;537;2009
163;17;10781;15284;2005
163;17;12106;17147;2009
163;20;;224;2005
163;20;;305;2009
163;22;4582;5018;2005
163;22;3800;3651;2009
163;24;;858;2005
163;25;;251;2005
163;29;44240;41587;2005
163;29;27060;22991;2009
163;32;;1100;2005
163;99;;1361;2005
164;4;3611;5394;2005
164;4;5360;5946;2009
164;5;582;577;2005
164;5;;829;2009
164;6;61734;51004;2005
164;6;54065;49258;2009
164;13;34999;35881;2005
164;13;33133;33488;2009
164;14;1540;1571;2005
164;14;;463;2009
164;17;9548;15555;2005
164;17;14092;16968;2009
164;20;;175;2005
164;20;;281;2009
164;22;8198;7781;2005
164;22;5229;4975;2009
164;24;;1479;2005
164;25;;340;2005
164;29;37869;37445;2005
164;29;19247;19114;2009
164;32;;1361;2005
164;99;;1172;2005
165;4;3799;5183;2005
165;4;5896;5919;2009
165;5;1700;1065;2005
165;5;;1157;2009
165;6;74778;64971;2005
165;6;63211;60413;2009
165;13;40790;43834;2005
165;13;37166;39545;2009
165;14;;930;2005
165;14;;618;2009
165;17;19446;20697;2005
165;17;23820;22051;2009
165;20;;222;2005
165;20;;373;2009
165;22;12769;12427;2005
165;22;7930;7876;2009
165;24;3293;3752;2005
165;25;;508;2005
165;29;36910;39330;2005
165;29;17168;18846;2009
165;32;;1167;2005
165;99;701;1306;2005
165;99;1580;;2009
166;4;4290;6082;2005
166;4;6491;6418;2009
166;5;1294;838;2005
166;5;995;1011;2009
166;6;60281;51120;2005
166;6;55605;51459;2009
166;13;44680;43997;2005
166;13;40265;39659;2009
166;14;1267;1237;2005
166;14;;517;2009
166;17;9751;16173;2005
166;17;13097;17402;2009
166;20;;213;2005
166;20;;316;2009
166;22;6413;6630;2005
166;22;5394;5268;2009
166;24;1563;1830;2005
166;25;;324;2005
166;29;44886;45066;2005
166;29;20864;21336;2009
166;32;;839;2005
166;99;;1064;2005
166;99;520;;2009
167;4;5684;6222;2005
167;4;5849;6781;2009
167;5;;349;2005
167;5;;815;2009
167;6;58988;49095;2005
167;6;55128;49522;2009
167;13;36462;37593;2005
167;13;33586;35235;2009
167;14;;982;2005
167;14;;569;2009
167;17;10685;16788;2005
167;17;12755;16882;2009
167;20;;219;2005
167;20;;251;2009
167;22;7808;7557;2005
167;22;4908;4772;2009
167;24;2578;2101;2005
167;24;1290;;2009
167;25;;365;2005
167;29;41200;41100;2005
167;29;21393;20227;2009
167;32;;774;2005
167;99;;1099;2005
168;4;6734;11268;2005
168;4;11209;13498;2009
168;5;;91;2005
168;5;;122;2009
168;6;51807;45491;2005
168;6;48414;41109;2009
168;11;;115;2009
168;13;7104;8137;2005
168;13;10400;11657;2009
168;14;;873;2005
168;14;;504;2009
168;17;7112;14714;2005
168;17;13180;20210;2009
168;20;;83;2005
168;20;;48;2009
168;21;;999;2005
168;21;;1121;2009
168;22;2096;1706;2005
168;22;1756;1393;2009
168;25;;130;2005
168;26;;2175;2009
168;29;75533;66483;2005
168;29;51737;45343;2009
168;32;;1099;2005
168;99;;627;2005
168;99;311;;2009
169;4;13119;20086;2005
169;4;19246;23320;2009
169;5;;98;2005
169;5;;159;2009
169;6;51470;44773;2005
169;6;47643;40134;2009
169;11;;112;2009
169;13;9718;11414;2005
169;13;15453;17656;2009
169;14;;760;2005
169;14;;470;2009
169;17;6619;13884;2005
169;17;12188;19820;2009
169;20;480;257;2005
169;20;319;173;2009
169;21;;1028;2005
169;21;;1374;2009
169;22;1884;1519;2005
169;22;1594;1275;2009
169;25;;123;2005
169;26;;3523;2009
169;29;85117;74140;2005
169;29;59621;49114;2009
169;30;;627;2005
169;99;;871;2005
169;99;715;;2009
170;4;4283;9804;2005
170;4;7530;10679;2009
170;5;;164;2005
170;5;;155;2009
170;6;49882;43457;2005
170;6;45711;39966;2009
170;11;;95;2009
170;13;6514;8622;2005
170;13;11080;12927;2009
170;14;;888;2005
170;14;;422;2009
170;17;5699;12750;2005
170;17;12290;17526;2009
170;20;;67;2005
170;20;;35;2009
170;21;;1000;2005
170;21;;1004;2009
170;22;2402;2234;2005
170;22;2128;1939;2009
170;25;;217;2005
170;26;;1948;2009
170;29;75269;65876;2005
170;29;53275;45401;2009
170;30;;871;2005
170;99;1467;515;2005
171;4;6776;10953;2005
171;4;9370;12935;2009
171;5;;109;2005
171;5;;119;2009
171;6;51474;43426;2005
171;6;47053;40592;2009
171;11;;128;2009
171;13;7402;8738;2005
171;13;11395;12958;2009
171;14;;1183;2005
171;14;;556;2009
171;17;7328;14995;2005
171;17;13487;19854;2009
171;20;;82;2005
171;20;;37;2009
171;21;;1110;2005
171;21;;1256;2009
