Wahlkreis;Partei;Erststimmen;Zweitstimmen;Jahr
52;13;10216;11309;2009
52;17;4718;11368;2005
52;17;8480;14114;2009
52;20;;62;2005
52;20;;46;2009
52;21;;988;2005
52;21;;1176;2009
52;22;2782;2601;2005
52;22;3023;2606;2009
52;23;;112;2009
52;24;675;442;2005
52;24;415;;2009
52;26;;2905;2009
52;27;1748;1591;2009
52;29;71846;67936;2005
52;29;46064;42391;2009
52;30;;588;2005
52;36;;169;2005
52;99;;763;2005
53;4;5145;9799;2005
53;4;9624;12983;2009
53;5;;95;2005
53;6;62869;53595;2005
53;6;54451;46256;2009
53;11;;131;2009
53;13;7359;8402;2005
53;13;14083;14988;2009
53;17;6791;16163;2005
53;17;12719;21481;2009
53;20;;53;2005
53;20;;27;2009
53;21;;1020;2005
53;21;;1247;2009
53;22;2401;2413;2005
53;22;2599;2352;2009
53;23;;144;2009
53;24;;290;2005
53;26;;2787;2009
53;27;;866;2009
53;29;86432;78632;2005
53;29;60107;50912;2009
53;30;;762;2005
53;36;;142;2005
53;41;673;;2005
53;99;;757;2005
54;4;13854;19066;2005
54;4;21360;23708;2009
54;5;;94;2005
54;6;63639;54431;2005
54;6;56503;47343;2009
54;11;;115;2009
54;13;7624;9267;2005
54;13;12493;14635;2009
54;17;6324;15980;2005
54;17;10765;22086;2009
54;20;;85;2005
54;20;;58;2009
54;21;;941;2005
54;21;;1176;2009
54;22;2356;2353;2005
54;22;2323;2072;2009
54;23;;195;2009
54;24;;232;2005
54;26;;3707;2009
54;27;;724;2009
54;29;83493;75126;2005
54;29;60483;48788;2009
54;30;;1804;2005
54;31;;661;2005
54;36;;286;2005
54;99;982;904;2005
54;99;361;;2009
55;4;23445;32198;2005
55;4;31564;32556;2009
55;6;54538;46223;2005
55;6;53255;46284;2009
55;11;;373;2009
55;13;12701;15817;2005
55;13;21226;24883;2009
55;14;;247;2009
55;17;7198;17186;2005
55;17;13587;21021;2009
55;20;;168;2005
55;20;343;133;2009
55;22;2203;2085;2005
55;22;2012;1567;2009
55;24;;614;2005
55;24;;458;2009
55;26;;4564;2009
55;27;;1617;2009
55;29;93663;77039;2005
55;29;62588;52387;2009
55;30;;2043;2005
55;31;;791;2005
55;36;;375;2005
55;99;;2751;2005
55;99;1057;;2009
56;4;11702;19402;2005
56;4;16985;19727;2009
56;6;41582;36166;2005
56;6;39186;34680;2009
56;11;;657;2009
56;13;12957;14753;2005
56;13;21647;23486;2009
56;14;;330;2009
56;17;6316;12143;2005
56;17;10850;14947;2009
56;20;;115;2005
56;20;;83;2009
56;22;3310;3256;2005
56;22;2614;2045;2009
56;24;;469;2005
56;24;;397;2009
56;26;;3610;2009
56;27;1563;2527;2009
56;29;91154;78327;2005
56;29;58879;50032;2009
56;30;;780;2005
56;34;;591;2005
56;99;681;3209;2005
56;99;423;;2009
57;4;6809;5510;2005
57;4;4483;4587;2009
57;5;;153;2009
57;6;29092;27219;2005
57;6;22851;24913;2009
57;11;;875;2009
57;13;31280;32966;2005
57;13;32198;30550;2009
57;14;;170;2009
57;17;5522;7941;2005
57;17;8162;9068;2009
57;19;;828;2009
57;20;;227;2005
57;20;;84;2009
57;22;3517;3400;2005
57;22;3314;2494;2009
57;26;;1829;2009
57;29;47727;45385;2005
57;29;33532;29446;2009
57;30;;757;2005
57;34;;968;2005
57;99;;1371;2005
58;4;2947;4579;2005
58;4;4385;4762;2009
58;5;;189;2009
58;6;28104;25204;2005
58;6;26512;24524;2009
58;11;;745;2009
58;13;34257;35772;2005
58;13;32791;31833;2009
58;14;;191;2009
58;17;4174;6585;2005
58;17;6396;7907;2009
58;19;;687;2009
58;20;;229;2005
58;20;;106;2009
58;22;4237;3964;2005
58;22;3945;3139;2009
58;26;;1960;2009
58;29;48358;44371;2005
58;29;27674;26761;2009
58;30;;2123;2005
58;34;;1386;2005
58;99;;1725;2005
58;99;781;;2009
59;4;;11868;2005
59;4;12193;12974;2009
59;5;;377;2009
59;6;47977;40007;2005
59;6;46088;41575;2009
59;11;;1305;2009
59;13;39751;40008;2005
59;13;40334;38980;2009
59;14;;478;2009
59;16;4120;;2005
59;17;7567;14446;2005
59;17;12963;19163;2009
59;19;;1299;2009
59;20;;332;2005
59;20;;181;2009
59;22;5797;5828;2005
59;22;5400;4153;2009
59;26;;3891;2009
59;29;76005;65617;2005
59;29;48621;42959;2009
59;30;;2192;2005
59;34;;1285;2005
59;99;;3509;2005
59;99;1008;;2009
60;4;4817;9020;2005
60;4;8181;10211;2009
60;5;;327;2009
60;6;38074;34858;2005
60;6;39863;36583;2009
60;11;;2140;2009
60;13;61604;55493;2005
60;13;62523;56938;2009
60;14;;419;2009
60;17;7123;12233;2005
60;17;11115;15311;2009
60;19;;1730;2009
60;20;;380;2005
60;20;;209;2009
60;22;6140;6290;2005
60;22;6069;4365;2009
60;26;;4515;2009
60;29;65841;64590;2005
60;29;38441;36544;2009
60;30;;1371;2005
60;34;;813;2005
60;99;2620;3477;2005
60;99;2846;;2009
61;4;4063;6442;2005
61;4;4771;6047;2009
61;5;;199;2009
61;6;32329;29083;2005
61;6;30733;29834;2009
61;11;;1163;2009
61;13;37881;38172;2005
61;13;35484;35643;2009
61;14;;172;2009
61;17;6029;9494;2005
61;17;7328;9992;2009
61;19;;807;2009
61;20;;340;2005
61;20;;151;2009
61;22;4261;4224;2005
61;22;3764;3013;2009
61;26;;3093;2009
61;29;59304;54128;2005
61;29;40957;34451;2009
61;30;;1965;2005
61;34;;1259;2005
61;99;;2184;2005
61;99;1638;;2009
62;4;8387;15766;2005
62;4;16479;18279;2009
62;5;;345;2009
62;6;38140;33168;2005
62;6;40708;36600;2009
62;11;;939;2009
62;13;46820;42739;2005
62;13;48515;43354;2009
62;14;;269;2009
62;16;2652;;2005
62;17;6180;13567;2005
62;17;12356;17986;2009
62;19;;942;2009
62;20;;353;2005
62;20;;202;2009
62;22;3173;3162;2005
62;22;3061;2129;2009
62;26;;5171;2009
62;29;72719;66782;2005
62;29;48720;44450;2009
62;30;;1380;2005
62;34;;989;2005
62;99;;2765;2005
63;4;5426;8958;2005
63;4;9041;9912;2009
63;5;;397;2009
63;6;43122;39057;2005
63;6;40882;39092;2009
63;11;;1255;2009
63;13;41949;45267;2005
63;13;43348;44923;2009
63;14;;368;2009
63;16;427;;2005
63;17;7521;12869;2005
63;17;11959;16102;2009
63;19;;1352;2009
63;20;;356;2005
63;20;;162;2009
63;22;5667;5477;2005
63;22;5992;4711;2009
63;26;;4357;2009
63;29;76660;66478;2005
63;29;53384;42834;2009
63;30;;1686;2005
63;34;;1182;2005
63;99;;2828;2005
64;4;4332;7078;2005
64;4;7502;7464;2009
64;5;;374;2009
64;6;31943;29626;2005
64;6;30153;30506;2009
64;11;;1052;2009
64;13;51895;45467;2005
64;13;43589;42581;2009
64;14;;395;2009
64;17;6256;9917;2005
64;17;10125;12018;2009
64;19;;1108;2009
64;20;;500;2005
64;20;;210;2009
64;22;5679;5602;2005
64;22;4928;3788;2009
64;26;;3385;2009
64;29;55335;55201;2005
64;29;38470;32750;2009
64;30;;1528;2005
64;34;;931;2005
64;99;629;2868;2005
65;4;4111;6302;2005
65;4;5650;6093;2009
65;5;;258;2009
65;6;32147;29234;2005
65;6;29829;30360;2009
65;11;;1169;2009
65;13;39877;40410;2005
65;13;37224;36561;2009
65;14;;344;2009
65;17;8128;10193;2005
65;17;10878;11230;2009
65;19;;1055;2009
65;20;;404;2005
65;20;;179;2009
65;22;5116;5049;2005
65;22;4806;3765;2009
65;26;;3636;2009
65;29;55110;52699;2005
65;29;34529;29999;2009
65;30;;1065;2005
65;34;;1132;2005
65;99;1939;2459;2005
65;99;1045;;2009
66;4;3670;4730;2005
66;4;3861;4238;2009
66;5;;270;2009
66;6;37826;34944;2005
66;6;35073;33467;2009
66;11;;2399;2009
66;13;37797;40065;2005
66;13;34324;34203;2009
66;14;;278;2009
66;17;8223;10491;2005
66;17;8487;10865;2009
66;18;915;;2009
66;19;;1435;2009
66;20;;393;2005
66;20;;137;2009
66;22;7802;7284;2005
66;22;5513;3839;2009
66;26;;2995;2009
66;29;50985;46438;2005
66;29;32688;28022;2009
66;36;;465;2005
66;99;;2197;2005
66;99;587;;2009
67;4;2975;4584;2005
67;4;3725;5212;2009
67;6;41197;35087;2005
67;6;34501;33330;2009
67;11;;449;2009
67;13;36157;36503;2005
67;13;36910;37034;2009
67;14;;340;2005
67;17;4515;8372;2005
67;17;6558;9725;2009
67;20;;348;2005
67;20;;232;2009
67;22;2977;2902;2005
67;22;2461;2318;2009
67;26;;2422;2009
67;29;44012;43852;2005
67;29;22070;19516;2009
67;36;;602;2005
67;99;563;724;2005
67;99;4203;;2009
68;4;3950;5698;2005
68;4;5041;6081;2009
68;6;47925;45649;2005
68;6;46686;45060;2009
68;11;;461;2009
68;13;39398;42866;2005
68;13;41040;43781;2009
68;14;;473;2005
68;17;9003;12646;2005
68;17;13914;15368;2009
68;20;;403;2005
68;20;;331;2009
68;22;4715;3977;2005
68;22;3446;3033;2009
68;26;;3320;2009
68;29;64381;58156;2005
68;29;31994;25606;2009
68;36;;612;2005
68;99;1191;1162;2005
68;99;733;;2009
69;4;6469;6537;2005
69;4;7791;7141;2009
69;6;45977;42617;2005
69;6;46632;44402;2009
69;11;;345;2009
69;13;44872;45006;2005
69;13;43952;45676;2009
69;14;;672;2005
69;17;9185;12557;2005
69;17;10236;13274;2009
69;20;;403;2005
69;20;;309;2009
69;22;4979;4372;2005
69;22;3862;3277;2009
69;26;;2897;2009
69;29;58478;57891;2005
69;29;28732;24320;2009
69;36;;499;2005
69;99;234;926;2005
70;4;5635;9406;2005
70;4;8637;10281;2009
70;6;42609;38687;2005
70;6;46481;42150;2009
70;11;;294;2009
70;13;45407;47239;2005
70;13;48069;48333;2009
70;14;;441;2005
70;17;6991;11612;2005
70;17;9890;13801;2009
70;20;873;724;2005
70;20;626;410;2009
70;22;3179;2985;2005
70;22;2618;2275;2009
70;26;;4605;2009
70;29;69879;63537;2005
70;29;32844;28217;2009
70;36;;528;2005
70;99;670;929;2005
70;99;851;;2009
71;4;4220;6415;2005
71;4;5004;6131;2009
71;6;45006;37437;2005
71;6;43424;38247;2009
71;11;;428;2009
71;13;34161;36876;2005
71;13;36809;37709;2009
71;14;;529;2005
71;17;6665;12748;2005
71;17;8810;12614;2009
71;20;667;665;2005
71;20;544;317;2009
71;22;3515;3370;2005
71;22;2928;2627;2009
71;26;;3000;2009
71;29;49423;46559;2005
71;29;22187;19739;2009
71;36;;673;2005
71;99;2224;1407;2005
71;99;878;;2009
72;4;3771;5577;2005
72;4;4878;5221;2009
72;6;48674;43686;2005
72;6;43722;42696;2009
72;11;;445;2009
72;13;42190;47205;2005
72;13;44087;46628;2009
72;14;;878;2005
72;17;9071;15356;2005
72;17;10929;14764;2009
72;20;878;850;2005
72;20;888;483;2009
72;22;5375;4841;2005
72;22;3649;3315;2009
72;26;;3066;2009
72;29;63003;56082;2005
72;29;30401;23225;2009
72;36;;635;2005
72;99;2383;1199;2005
72;99;1132;;2009
73;4;5405;10772;2005
73;4;11056;11950;2009
73;6;40958;33801;2005
73;6;42430;37004;2009
73;11;;320;2009
73;13;42260;42147;2005
73;13;46272;43617;2009
73;14;;374;2005
73;17;8532;15034;2005
73;17;11760;15974;2009
73;20;1165;930;2005
73;20;981;511;2009
73;22;2963;2885;2005
73;22;2483;2234;2009
73;26;;4306;2009
73;29;56529;52620;2005
73;29;22341;21684;2009
73;36;;628;2005
73;99;1542;941;2005
74;4;3253;5045;2005
74;4;3950;4740;2009
74;6;44756;39561;2005
74;6;41281;39777;2009
74;11;;380;2009
74;13;39820;40483;2005
74;13;39610;39876;2009
74;14;;594;2005
74;17;8584;13647;2005
74;17;11224;14153;2009
74;20;;496;2005
74;20;;257;2009
74;22;7067;6383;2005
74;22;4399;3792;2009
74;24;482;;2005
74;26;;2541;2009
74;29;47943;44955;2005
74;29;23592;19513;2009
74;36;;617;2005
74;99;6;788;2005
74;99;912;;2009
75;4;3434;5112;2005
75;4;5465;4977;2009
75;6;47216;41138;2005
75;6;43014;39645;2009
75;11;;407;2009
75;13;45003;47097;2005
75;13;47051;46802;2009
75;14;;524;2005
75;17;9419;15183;2005
75;17;10818;14574;2009
75;20;114;593;2005
75;20;;331;2009
75;22;5554;5255;2005
75;22;4337;3713;2009
75;26;;2623;2009
75;29;54925;51257;2005
75;29;23028;21030;2009
75;36;;480;2005
75;99;1154;1001;2005
76;4;19375;25309;2005
76;4;28108;28880;2009
76;5;1010;263;2005
76;5;951;329;2009
76;6;32321;27047;2005
76;6;28760;24854;2009
76;10;;167;2009
76;11;;129;2009
76;13;19271;20989;2005
76;13;24871;25216;2009
76;14;1331;1084;2005
76;14;;519;2009
76;15;;527;2009
76;17;5188;10527;2005
76;17;8869;13590;2009
76;20;;81;2005
76;20;;107;2009
76;21;;1576;2009
76;22;1757;1625;2005
76;22;2110;1530;2009
76;23;;245;2009
76;25;;115;2005
76;25;;116;2009
76;26;;5450;2009
76;29;58445;48550;2005
76;29;33943;27780;2009
76;30;;2789;2005
76;31;;549;2005
76;33;;242;2005
76;35;;615;2005
76;99;663;4195;2005
76;99;2994;;2009
77;4;21946;27181;2005
77;4;26674;32401;2009
77;5;823;344;2005
77;5;1090;457;2009
77;6;26407;24750;2005
77;6;28374;28163;2009
77;10;;235;2009
77;11;;241;2009
77;13;41864;42051;2005
77;13;47070;45099;2009
77;14;;792;2005
77;14;;486;2009
77;15;;559;2009
77;17;5241;9839;2005
77;17;9604;13626;2009
77;20;;116;2005
77;20;;104;2009
77;21;;2225;2009
77;22;3821;3235;2005
77;22;3702;3007;2009
77;23;;351;2009
77;25;;153;2005
77;25;;178;2009
77;26;;6767;2009
77;29;70730;59613;2005
77;29;44769;29850;2009
77;30;;2366;2005
77;31;;915;2005
77;33;803;374;2005
77;35;;713;2005
77;38;486;;2005
77;99;1289;4368;2005
77;99;1980;;2009
78;4;7821;14795;2005
78;4;13875;17577;2009
78;5;567;225;2005
78;5;879;372;2009
78;6;54262;47223;2005
78;6;50554;42771;2009
78;10;;36;2009
78;11;;165;2009
78;13;6883;8902;2005
78;13;10525;12060;2009
78;14;1516;1414;2005
78;14;;772;2009
78;15;;340;2009
78;17;7841;15541;2005
78;17;13711;20580;2009
78;20;;35;2005
78;20;;30;2009
78;21;;1946;2009
78;22;1805;1800;2005
78;22;2613;2074;2009
78;23;;246;2009
78;25;;104;2005
78;25;;76;2009
78;26;;2979;2009
78;29;61133;48283;2005
78;29;35540;27842;2009
78;30;;4804;2005
78;31;;607;2005
78;33;;123;2005
78;35;;518;2005
78;41;663;;2005
78;99;1925;6052;2005
78;99;1796;;2009
79;4;6347;14485;2005
79;4;10853;16451;2009
79;5;1349;301;2005
79;5;1245;560;2009
79;6;48791;40351;2005
79;6;44994;37170;2009
79;10;;44;2009
79;11;;184;2009
79;13;7608;9983;2005
79;13;11446;13611;2009
79;14;1515;1314;2005
79;14;;618;2009
79;15;;371;2009
79;17;5562;13593;2005
79;17;10612;18277;2009
79;20;;96;2005
79;20;285;96;2009
79;21;;2019;2009
79;22;1733;1703;2005
79;22;2463;1982;2009
79;23;;226;2009
79;25;;117;2005
79;25;;87;2009
79;26;;3173;2009
79;29;64119;49797;2005
79;29;41051;29109;2009
79;30;;4444;2005
79;31;;651;2005
79;33;;109;2005
79;35;;497;2005
79;99;;5701;2005
79;99;752;;2009
80;4;17724;28356;2005
80;4;27392;33004;2009
80;5;962;337;2005
80;5;462;283;2009
80;6;70874;56937;2005
80;6;66075;53085;2009
80;10;;36;2009
80;11;;137;2009
80;13;6849;9253;2005
80;13;9325;12270;2009
80;14;;579;2005
80;14;;472;2009
80;15;875;623;2009
80;16;1416;;2009
80;17;9358;23027;2005
80;17;15138;28876;2009
80;20;;37;2005
80;20;;34;2009
80;21;;1860;2009
80;22;1696;1355;2005
80;22;1544;1309;2009
80;23;;312;2009
80;25;;100;2005
80;25;;79;2009
80;26;;3739;2009
80;29;68537;54034;2005
80;29;45691;34488;2009
80;30;;2739;2005
80;31;;490;2005
80;33;;105;2005
80;35;;537;2005
80;41;1166;;2005
80;99;1166;3871;2005
80;99;2267;;2009
81;4;17273;30468;2005
81;4;26778;32724;2009
81;5;857;231;2005
81;5;912;265;2009
81;6;52408;42736;2005
81;6;44549;39331;2009
81;10;;45;2009
81;11;;88;2009
81;13;7042;9152;2005
81;13;9978;12868;2009
81;14;;381;2005
81;14;;262;2009
81;15;;465;2009
81;17;8591;19341;2005
81;17;16397;24313;2009
81;20;;39;2005
81;20;;34;2009
81;21;;1518;2009
81;22;1298;980;2005
81;22;1187;893;2009
81;23;;243;2009
81;25;;60;2005
81;25;;53;2009
81;26;;3564;2009
81;29;68625;50168;2005
81;29;47340;31719;2009
81;30;;2377;2005
81;31;;344;2005
81;33;;101;2005
81;35;;382;2005
81;99;;3204;2005
81;99;592;;2009
82;4;38198;30703;2005
82;4;44506;36630;2009
82;5;330;220;2005
82;5;1328;463;2009
82;6;59787;49847;2005
82;6;54971;45372;2009
82;10;;101;2009
82;11;;192;2009
82;13;8538;12395;2005
82;13;13787;16995;2009
82;14;;893;2005
82;14;;545;2009
82;15;;598;2009
82;17;7396;18254;2005
82;17;13292;23407;2009
82;20;;64;2005
82;20;;72;2009
82;21;;2270;2009
82;22;2202;1854;2005
82;22;2413;1891;2009
82;23;;335;2009
82;25;;125;2005
82;25;;86;2009
82;26;;4619;2009
82;29;62125;62854;2005
82;29;38244;36351;2009
82;30;;3392;2005
82;31;1327;811;2005
82;33;;184;2005
82;35;995;775;2005
82;41;1015;;2005
82;99;3337;5162;2005
82;99;854;;2009
83;4;13381;18438;2005
83;4;18805;22698;2009
83;5;;92;2005
83;5;;209;2009
83;6;51444;40087;2005
83;6;39618;33469;2009
83;10;280;150;2009
83;11;;158;2009
83;13;9375;12260;2005
83;13;15852;17986;2009
83;14;;1052;2005
83;14;;611;2009
83;15;;394;2009
83;17;5076;12035;2005
83;17;11468;16486;2009
83;20;296;172;2005
83;20;218;108;2009
83;21;;2066;2009
83;22;2832;2370;2005
83;22;3356;2554;2009
83;23;;261;2009
83;25;;112;2005
83;25;;128;2009
83;26;;4339;2009
83;29;55264;48866;2005
83;29;35168;27639;2009
83;30;;3766;2005
83;31;;702;2005
83;33;490;247;2005
83;35;1480;868;2005
83;99;2931;5583;2005
83;99;3933;;2009
84;4;69988;35410;2005
84;4;73897;43347;2009
84;5;329;170;2005
84;5;;166;2009
84;6;18300;17899;2005
84;6;18394;18788;2009
84;10;649;354;2009
84;11;;118;2009
84;13;29145;33711;2005
84;13;27796;39641;2009
84;14;;415;2005
84;14;;284;2009
84;15;;727;2009
84;17;4328;7402;2005
84;17;6425;9693;2009
84;20;;170;2005
84;20;;130;2009
84;21;;1793;2009
84;22;2466;1923;2005
84;22;1791;1436;2009
84;23;;306;2009
84;25;;146;2005
84;25;;171;2009
84;26;;9473;2009
84;29;33562;60421;2005
84;29;26415;32015;2009
84;30;;1788;2005
84;31;;683;2005
84;33;699;864;2005
84;35;1363;1160;2005
84;38;268;;2005
84;99;3686;4495;2005
84;99;2922;;2009
85;4;6051;12468;2005
85;4;10495;15486;2009
85;5;1333;395;2005
85;5;1131;513;2009
85;6;24823;22791;2005
85;6;29124;25955;2009
85;10;;205;2009
85;11;;234;2009
85;13;60470;42675;2005
85;13;62880;47438;2009
85;14;;661;2005
85;14;;443;2009
85;15;;367;2009
85;17;3532;8448;2005
85;17;6247;11261;2009
85;20;;150;2005
85;20;398;168;2009
85;21;;2106;2009
85;22;3788;3549;2005
85;22;4092;3688;2009
85;23;;281;2009
85;25;;179;2005
85;25;;132;2009
85;26;;4713;2009
85;29;49807;54938;2005
85;29;25520;27765;2009
85;30;;2136;2005
85;31;;831;2005
85;33;;208;2005
85;35;;579;2005
85;99;;3754;2005
85;99;625;;2009
86;4;5372;7588;2005
86;4;7242;8847;2009
86;5;1326;501;2005
86;5;1564;579;2009
86;6;23459;20499;2005
86;6;24563;22875;2009
86;10;;235;2009
86;11;;356;2009
86;13;61845;50042;2005
86;13;60236;51662;2009
86;14;;731;2005
86;14;;456;2009
86;15;;249;2009
86;17;4356;7241;2005
86;17;6969;9741;2009
86;20;;163;2005
86;20;;127;2009
86;21;;2189;2009
86;22;5428;4634;2005
86;22;4725;3832;2009
86;23;;189;2009
86;25;;226;2005
86;25;;156;2009
86;26;;4274;2009
86;29;42132;49595;2005
86;29;20336;20906;2009
86;30;;2267;2005
86;31;;1116;2005
86;33;;164;2005
86;35;;633;2005
86;99;1146;4180;2005
86;99;766;;2009
87;4;6373;9345;2005
87;4;9652;11490;2009
87;5;1434;415;2005
87;5;1384;513;2009
87;6;20138;18548;2005
87;6;22566;21347;2009
87;10;;286;2009
87;11;;273;2009
87;13;62824;52217;2005
87;13;61874;53815;2009
87;14;;631;2005
87;14;;453;2009
87;15;;272;2009
87;17;4002;6909;2005
87;17;5048;8666;2009
87;20;;131;2005
87;20;;101;2009
87;21;;1960;2009
87;22;4682;4042;2005
87;22;4492;3603;2009
87;23;;225;2009
87;25;;186;2005
87;25;;158;2009
87;26;;4972;2009
87;29;47112;50555;2005
87;29;24028;22618;2009
87;30;;2251;2005
87;31;;921;2005
87;33;;193;2005
87;35;;596;2005
87;99;;3961;2005
87;99;1439;;2009
88;1;;93;2005
88;1;;87;2009
88;4;12462;19566;2005
88;4;17241;20765;2009
88;5;;53;2005
88;5;;32;2009
88;6;53170;44710;2005
88;6;50703;41146;2009
88;11;;54;2009
88;12;;41;2005
88;12;;62;2009
88;13;6655;8165;2005
88;13;9520;10911;2009
88;14;;218;2005
88;14;;221;2009
88;16;;369;2005
88;16;;385;2009
88;17;7476;15655;2005
88;17;11554;19464;2009
88;20;;32;2005
88;20;;34;2009
88;21;;541;2005
88;21;;672;2009
88;22;1034;880;2005
88;22;1088;789;2009
88;23;;149;2009
88;24;;71;2005
88;25;;48;2005
88;25;;9;2009
88;26;;4837;2009
88;27;;149;2009
88;28;;314;2009
88;29;55086;45300;2005
88;29;38523;28937;2009
88;30;;481;2005
88;99;;481;2005
89;1;;173;2005
89;1;;125;2009
89;4;6205;10309;2005
89;4;11056;12491;2009
89;5;;38;2005
89;5;;29;2009
89;6;68563;59633;2005
89;6;63511;53062;2009
89;11;;114;2009
89;12;;42;2005
89;12;;70;2009
89;13;9139;11003;2005
89;13;13502;14926;2009
89;14;;926;2005
89;14;;820;2009
89;16;;818;2005
89;16;;792;2009
89;17;7308;16243;2005
89;17;13275;23518;2009
89;20;;37;2005
89;20;;19;2009
89;21;;941;2005
89;21;;1107;2009
89;22;2302;1676;2005
89;22;2501;1767;2009
89;23;;81;2009
89;24;;90;2005
89;25;;76;2005
89;25;;18;2009
89;26;;2764;2009
89;27;;239;2009
89;28;;597;2009
89;29;79617;71160;2005
89;29;54205;45981;2009
89;30;;584;2005
89;99;;584;2005
90;1;;124;2005
90;1;;145;2009
90;4;;7250;2005
90;4;8933;9307;2009
90;5;;56;2005
90;5;;24;2009
90;6;71887;60704;2005
90;6;65143;53888;2009
90;11;;73;2009
90;12;;45;2005
90;12;;69;2009
90;13;6512;7193;2005
90;13;9859;10638;2009
90;14;;716;2005
90;14;;413;2009
90;16;;718;2005
90;16;;784;2009
90;17;7345;15059;2005
90;17;12342;21315;2009
90;20;;29;2005
90;20;;17;2009
90;21;;781;2005
90;21;;1047;2009
90;22;1932;1438;2005
90;22;1964;1532;2009
90;23;;94;2009
90;24;;131;2005
90;25;;58;2005
90;25;;20;2009
90;26;;1976;2009
90;27;;199;2009
90;28;;420;2009
90;29;52148;45723;2005
90;29;31111;27877;2009
90;30;;485;2005
90;99;;485;2005
91;1;;172;2005
91;1;;201;2009
91;4;4476;8672;2005
91;4;8956;11102;2009
91;5;;36;2005
91;5;;28;2009
91;6;68166;58467;2005
91;6;65662;53597;2009
91;11;;74;2009
91;12;;58;2005
91;12;;72;2009
91;13;6504;8317;2005
91;13;10079;11924;2009
91;14;;384;2005
91;14;;259;2009
91;16;;784;2005
91;16;;891;2009
91;17;5628;14298;2005
91;17;10745;21383;2009
91;20;;24;2005
91;20;;20;2009
91;21;;891;2005
91;21;;1100;2009
91;22;1776;1516;2005
91;22;2514;2066;2009
91;23;;62;2009
91;24;;207;2005
91;25;;70;2005
91;25;;19;2009
91;26;;2273;2009
91;27;;207;2009
91;28;;592;2009
91;29;64858;57163;2005
91;29;43655;36209;2009
91;30;;671;2005
91;99;;671;2005
92;1;;184;2005
92;1;;236;2009
92;4;5797;12838;2005
92;4;11195;16136;2009
92;5;;58;2005
92;5;;42;2009
92;6;74380;63432;2005
92;6;69845;60798;2009
92;11;;98;2009
92;12;;47;2005
92;12;;80;2009
92;13;7041;8853;2005
92;13;11215;13214;2009
92;14;;475;2005
92;14;;500;2009
92;16;;792;2005
92;16;;793;2009
92;17;9168;21187;2005
92;17;18620;29495;2009
92;20;;37;2005
92;20;;33;2009
92;21;;1177;2005
92;21;;1333;2009
92;22;1956;1562;2005
92;22;2620;1952;2009
92;23;;151;2009
92;24;;82;2005
92;25;;82;2005
92;25;;29;2009
92;26;;2688;2009
92;27;;195;2009
92;28;;933;2009
92;29;90150;77413;2005
92;29;63487;49072;2009
92;30;;840;2005
92;99;;840;2005
92;99;458;;2009
93;1;;177;2005
93;1;;209;2009
93;4;6774;12973;2005
93;4;12239;15126;2009
93;5;;54;2005
93;5;;40;2009
93;6;86515;70202;2005
93;6;75290;63653;2009
93;11;;146;2009
93;12;;79;2005
93;12;;103;2009
93;13;7349;8751;2005
93;13;11679;13139;2009
93;14;;602;2005
93;14;;420;2009
93;16;;845;2005
93;16;;931;2009
93;17;10419;24766;2005
93;17;20620;32011;2009
93;20;;31;2005
93;20;;43;2009
93;21;;1007;2005
93;21;;1276;2009
93;22;1867;1553;2005
93;22;2321;1810;2009
93;23;;160;2009
93;24;;152;2005
93;25;;101;2005
93;25;;24;2009
93;26;;2523;2009
93;27;;326;2009
93;28;;844;2009
93;29;73415;65444;2005
93;29;50035;40709;2009
93;30;;710;2005
93;99;650;710;2005
93;99;464;;2009
94;1;;157;2005
94;1;;179;2009
94;4;9992;18127;2005
94;4;15557;20019;2009
94;5;;38;2005
94;5;;25;2009
94;6;46224;37104;2005
94;6;42094;34195;2009
94;11;;53;2009
94;12;;47;2005
94;12;;74;2009
94;13;6717;8340;2005
94;13;10614;12092;2009
94;14;;411;2005
94;14;;368;2009
94;16;;405;2005
94;16;;433;2009
94;17;5516;15085;2005
94;17;10902;18981;2009
94;20;;61;2005
94;20;;70;2009
94;21;;591;2005
94;21;;816;2009
94;22;1286;1079;2005
94;22;1971;1398;2009
94;23;;146;2009
94;24;;105;2005
94;25;;91;2005
94;25;;20;2009
94;26;;2522;2009
94;27;;214;2009
94;28;;454;2009
94;29;66317;54131;2005
94;29;43837;33774;2009
94;30;;912;2005
94;99;404;912;2005
94;99;318;;2009
95;1;;105;2005
95;1;;129;2009
95;4;17238;28785;2005
95;4;26614;34040;2009
95;5;;45;2005
95;5;;27;2009
95;6;59855;50944;2005
95;6;59710;48545;2009
95;11;;48;2009
95;12;;43;2005
95;12;;67;2009
95;13;6079;8338;2005
95;13;9550;12138;2009
95;14;;247;2005
95;14;;227;2009
95;16;;312;2005
95;16;;337;2009
95;17;13225;24935;2005
95;17;18455;32663;2009
95;20;;44;2005
95;20;281;41;2009
95;21;;590;2005
95;21;;755;2009
95;22;887;601;2005
95;22;1131;809;2009
95;23;;252;2009
95;24;;87;2005
95;25;;61;2005
95;25;;28;2009
95;26;;3237;2009
95;27;;207;2009
95;28;;341;2009
95;29;75703;57525;2005
95;29;55471;37665;2009
95;30;;799;2005
95;99;;799;2005
96;1;;148;2005
96;1;;153;2009
96;4;13196;21883;2005
96;4;22550;24797;2009
